Requests, Fitness
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,1
15,1
16,1
17,1
18,1
19,2
20,3
21,3
22,4
23,5
24,5
25,5
26,5
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,6
35,6
36,6
37,6
38,6
39,6
40,6
41,7
42,7
43,8
44,8
45,9
46,10
47,10
48,10
49,11
50,11
51,11
52,11
53,11
54,11
55,11
56,11
57,11
58,11
59,12
60,13
61,13
62,13
63,13
64,13
65,13
66,14
67,14
68,14
69,15
70,15
71,15
72,15
73,15
74,15
75,15
76,15
77,15
78,15
79,15
80,15
81,16
82,16
83,17
84,17
85,17
86,17
87,17
88,17
89,17
90,17
91,17
92,17
93,18
94,18
95,18
96,18
97,19
98,19
99,19
100,19
101,19
102,19
103,20
104,20
105,20
106,21
107,21
108,21
109,21
110,21
111,21
112,21
113,21
114,21
115,21
116,21
117,21
118,22
119,23
120,23
121,23
122,23
123,24
124,25
125,25
126,25
127,25
128,25
129,26
130,26
131,26
132,26
133,26
134,26
135,26
136,26
137,27
138,27
139,27
140,27
141,27
142,27
143,27
144,27
145,28
146,29
147,29
148,29
149,30
150,30
151,30
152,30
153,31
154,31
155,31
156,31
157,32
158,32
159,32
160,32
161,33
162,33
163,34
164,34
165,34
166,34
167,34
168,34
169,34
170,34
171,34
172,34
173,34
174,34
175,34
176,34
177,34
178,35
179,35
180,35
181,35
182,35
183,35
184,35
185,35
186,35
187,35
188,36
189,36
190,36
191,36
192,36
193,36
194,36
195,36
196,36
197,36
198,37
199,37
200,37
201,37
202,37
203,37
204,37
205,38
206,38
207,38
208,38
209,38
210,38
211,38
212,38
213,38
214,38
215,38
216,38
217,39
218,39
219,39
220,39
221,40
222,40
223,41
224,41
225,42
226,42
227,42
228,42
229,42
230,42
231,42
232,42
233,42
234,43
235,43
236,44
237,44
238,44
239,44
240,44
241,44
242,44
243,44
244,44
245,44
246,44
247,44
248,44
249,44
250,44
251,45
252,45
253,45
254,45
255,45
256,45
257,45
258,45
259,45
260,45
261,45
262,45
263,45
264,45
265,46
266,46
267,46
268,46
269,46
270,47
271,47
272,47
273,47
274,47
275,47
276,47
277,47
278,47
279,47
